id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate
776,499900,1315 S POLLY ANN DR,85281,Active,6278231,STARLITE MANOR,1976,3,2,1360,0.0
777,740000,930 E BETHANY HOME RD,85014,UCB (Under Contract-Backups),6373724,BETHANY ESTATES,1949,4,3,2199,1.9
778,336900,6109 W FLOWER ST,85033,UCB (Under Contract-Backups),6323662,"MARYVALE TERRACE 24 9306-9390, TR A",1960,4,2,1900,3.0
779,415000,2315 E AIRE LIBRE AVE,85022,UCB (Under Contract-Backups),6384993,DAVE BROWN BELL ROAD,1997,3,2,1534,2.6
780,460000,2032 W RANCHO DR,85015,UCB (Under Contract-Backups),6384589,BETHANY VILLA 5,1958,4,2,1482,5.5
781,499000,10623 N 37TH AVE,85029,Active,6385659,HY-VIEW NO. 11,1969,3,2,1695,3.3
782,350000,2161 E BETTY ELYSE LN,85022,Active,6388575,NORTHTOWN UNIT 3-B,1976,2,1.75,1240,2.6
783,400000,3216 W MESCAL ST,85029,UCB (Under Contract-Backups),6384210,KNOELL NORTH UNIT 2,1968,3,2,1430,3.3
784,489900,5124 W CHAMBERS ST,85339,CCBS (Contract Contingent on Buyer Sale),6382228,RIVER WALK VILLAGES,2004,3,2,1866,2.0
785,699000,3801 E POINSETTIA DR,85028,UCB (Under Contract-Backups),6379945,CAVALIER ESTATES UNIT 7,1971,3,2,2130,0.6
786,350000,7612 W WHITTON AVE,85033,Active,6371862,MARYVALE TERRACE 28 LOTS 11349-11374 & TR B,1961,4,1.75,1138,3.0
787,481000,8449 N 49TH AVE,85302,Active,6388596,NORTHERN PALMS UNIT 3,1976,4,2,2004,0.0
788,790000,810 S 3RD AVE,85003,Active,6388579,"MONTGOMERY ADD AMD BLKS 75, 83, 84, 91, 99-102",2021,4,3,2538,1.1
789,479900,2429 W LAUREL LN,85029,Active,6388501,VALLEY VISTA UNIT 4B,1970,4,2,2329,3.3
790,265000,5816 S 7TH ST,85040,Active,6383286,SOUTHERN GARDENS,1951,2,1,826,2.8
791,550000,1025 E PORTLAND ST,85006,Active,6374412,BRILLS ADDITION AMD,2006,3,2,1460,1.9
792,435000,3613 W SAINT CHARLES AVE,85041,Active,6388452,CROSSINGS AT AMBER RIDGE,2005,3,2.5,1939,4.5
793,775000,1202 W ROVEY AVE,85013,UCB (Under Contract-Backups),6386546,DEL MONTE ESTATES,1955,3,3,1974,2.0
794,440000,6332 N 13TH PL,85014,UCB (Under Contract-Backups),6387496,RIBAR TERRACE__LOT 1-14,1952,3,2,1040,1.9
795,479900,1829 E SAINT CATHERINE AVE,85042,UCB (Under Contract-Backups),6385821,CITRUS HILLS UNIT 2,1989,4,3,1874,2.9
796,499000,13824 N 11TH PL,85022,Active,6386405,Moon Valley,1970,3,2,1813,2.6
797,850000,710 E HAYWARD AVE,85020,UCB (Under Contract-Backups),6382901,ROYAL CREST VILLA,1954,4,2.5,2163,2.1
798,389000,2111 E Paradise LN,85022,UCB (Under Contract-Backups),6386856,PARADISE COURTS__LOT 1-30__TR A,1990,2,2,1078,2.6
799,375000,1509 E SONRISAS ST,85040,UCB (Under Contract-Backups),6384136,RIDGEFIELD,2004,4,2.5,1580,2.8
800,404000,5127 W EARLL DR,85031,Active,6374796,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1956,4,1.75,1695,2.4
801,440000,5514 W ALICE AVE,85302,Active,6388167,PACE WEST,1973,4,2,1314,0.0
802,490000,8809 S 13TH WAY,85042,CCBS (Contract Contingent on Buyer Sale),6388163,DOBBINS CREEK,2003,3,2,2170,2.9
803,599900,6502 N 16TH DR,85015,Active,6381903,MARYLAND GARDENS 1 MCR 009429 Lot 17,1961,4,2,1716,5.5
804,219900,2713 E PUEBLO AVE,85040,Active,6378011,NORTH BROADWAY ESTATES 1,1950,2,1,563,2.8
805,790000,308 E LE MARCHE AVE,85022,Active,6387227,Moon Valley,1979,4,2,2046,2.6
806,559000,1209 E SAINT JOHN RD,85022,Active,6388089,CANDLE CREEK UNIT 1,1994,4,2.5,2284,2.6
807,895000,208 E GRISWOLD RD,85020,UCB (Under Contract-Backups),6372862,CACTILONE ACRES LOTS 29-52,1956,3,3,2010,2.1
808,479900,3124 W DONNER DR,85041,Active,6388033,LAVEEN VILLAGE AMD,2003,3,2,2040,4.5
809,315000,3926 W TONTO ST,85009,Active,6388026,HOMEDALE 13 TO 18,1948,2,1,792,4.0
810,389999,5607 W MEADOWBROOK AVE,85031,Active,6387992,MARYVALE TERRACE 14,1957,4,2,1692,2.4
811,340000,5629 N 31ST AVE,85017,UCB (Under Contract-Backups),6383580,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,3,2,1092,4.1
812,379999,3144 W SAN MIGUEL AVE,85017,Active,6361094,MARYVALE PARK 4 LOTS 1004-1106 TRS A & B,1954,3,1.75,1484,4.1
813,359900,4038 W ROYAL PALM RD,85051,UCB (Under Contract-Backups),6384051,NORTHERN GROVES,1975,3,2,1513,4.3
814,849000,5714 E CAMBRIDGE AVE,85257,UCB (Under Contract-Backups),6384451,Fairway Park,1965,3,1.75,2128,#N/A
815,480000,4036 W SWEETWATER AVE,85029,UCB (Under Contract-Backups),6383451,WESTCLIFF PARK 2 LOT 68-1,1979,3,2,1442,3.3
816,835000,7346 N 11TH PL,85020,Active,6376225,LOMA VISTA TERRACE,1952,5,3,2653,2.1
817,749000,5601 E PRESIDIO RD,85254,Active,6378188,HEATHERWOOD 1,1973,3,2,1518,1.1
818,575000,1302 E Orangewood AVE,85020,UCB (Under Contract-Backups),6385707,Palo Verde Manor,1970,3,1.75,1960,2.1
819,699000,4116 N 42ND PL,85018,UCB (Under Contract-Backups),6376013,ORANGE DELL,1950,2,1,1007,2.2
820,300000,34 W PUEBLO AVE,85041,Active,6365144,"CENTRAL GARDENS 14-53, 80-94",1946,2,1,762,4.5
821,759000,8404 E THOMAS RD,85251,Active,6353472,SCOTTSDALE ESTATES 16 2504-2531,1974,4,2,1937,0.0
822,439900,2445 W VILLAGE DR,85023,UCB (Under Contract-Backups),6379170,VILLAGE MEADOWS,1959,3,2,1901,3.4
823,420000,5331 W PURDUE AVE,85302,UCB (Under Contract-Backups),6386175,PASEO PLACE REAMENDED,1979,3,1.75,1512,0.0
824,519000,7970 W MEDLOCK DR,85303,Active,6387578,EL PRADO,2021,4,2,1790,0.0
825,379900,9809 N 2ND PL,85020,Active,6386321,SUNLAND,1946,2,1,816,2.1
826,799000,13228 N 50TH ST,85254,Active,6387541,GREENBRIER EAST 3,1978,3,2,1817,1.1
827,449000,7594 W STATE AVE,85303,UCB (Under Contract-Backups),6386243,ORANGEWOOD ESTATES,2003,3,2,1875,0.0
828,740000,2836 E LUDLOW DR,85032,Active,6384960,28TH STREET AND THUNDERBIRD ROAD,1991,5,3,3009,3.2
829,465000,2014 N 18th ST,85006,UCB (Under Contract-Backups),6384676,Casa Modesta,1973,4,2,1344,1.9
830,419900,6748 N 31ST LN,85017,UCB (Under Contract-Backups),6383982,LOS SERRANOS,1973,4,1.75,1632,4.1
831,610000,5424 S 16TH PL,85040,UCB (Under Contract-Backups),6376925,SANTIAGO,2017,5,3,2903,2.8
832,960000,6501 N CENTRAL AVE,85012,Active,6346230,ORANGEWOOD LOTS 11-15 BLOCK 2,1980,3,3,3041,0.6
833,350000,7101 W Edgemont AVE,85035,UCB (Under Contract-Backups),6387335,SKYVIEWNORTH 4,1972,4,2,1726,3.3
834,990000,6320 N 4TH PL,85012,Active,6377417,MARYLAND CENTRAL GROVES,1963,3,2.5,2580,0.6
835,996368,9440 S 10TH WAY,85042,Active,6387334,VISTAL PHASE 2A,2019,4,3.5,2807,2.9
836,900000,1631 E CLAREMONT ST,85016,Active,6386366,CLAREMONT VILLA,1958,4,2,1951,3.2
837,405000,7617 W Nicolet AVE,85303,UCB (Under Contract-Backups),6384565,Orangewood Estates,2003,3,2,1546,0.0
838,395000,12841 N 40TH AVE,85029,UCB (Under Contract-Backups),6384155,TAMARRON 2,1979,3,2,1554,3.3
839,435000,2010 W TOWNLEY AVE,85021,Active,6387304,ALICIA PARK,1998,3,2,1414,2.8
840,462000,6153 W ECHO LN,85302,Active,6387197,EXECUTIVE PALMS,1996,4,2.5,2161,0.0
841,699900,4025 N 8TH AVE,85013,Active,6387192,NORTH PARK CENTRAL,1952,4,3,2200,2.0
842,350000,1632 N 37TH AVE,85009,UCB (Under Contract-Backups),6384520,PALOMAR HOMES,1948,3,2,1291,4.0
843,460000,4119 W HARMONT DR,85051,Active,6387093,STARDUST SKIES 6,1966,3,2,1991,4.3
844,364995,2923 W SELDON LN,85051,Active,6387084,ALTA VISTA #6,1954,4,2,1200,4.3
845,875000,37 W MCLELLAN BLVD,85013,UCB (Under Contract-Backups),6378526,CALLAWAY,1954,4,3,2862,2.0
846,354995,3014 W Coronado RD,85009,Active,6387002,PALOMAS PARK AMD BLK 5-8,1970,4,2,1200,4.0
847,259000,5241 S 13TH AVE,85041,Active,6380972,HIGHLAND PARK SUB PLAT 4,1956,3,1,1271,4.5
848,340000,2721 W SAN MIGUEL AVE,85017,Active,6384645,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,4,1,1575,4.1
849,390000,5204 W WARNER ST,85043,UCB (Under Contract-Backups),6374981,RIVERBEND,2006,3,2,1532,3.2
850,464900,7542 W MINNEZONA AVE,85033,Active,6386981,MARLBOROUGH COUNTRY,1983,4,3,1742,3.0
851,425000,11002 N 64TH LN,85304,UCB (Under Contract-Backups),6378894,COPPERWOOD 5,1982,3,1.75,1546,0.2
852,850000,6075 N 84TH DR,85305,Active,6386889,DESERT MIRAGE ESTATES,2001,7,3.5,3967,#N/A
853,275000,1743 W CARSON RD,85041,UCB (Under Contract-Backups),6370152,VISTA GRANDE UNIT 3,1971,2,1,875,4.5
854,999000,1220 S MILL AVE,85281,Active,6368546,PARK TRACT,1939,3,2.5,1367,0.0
855,479900,9837 N 48TH AVE,85302,UCB (Under Contract-Backups),6379407,TANITA FARMS UNIT 3,1976,4,2,2447,0.0
856,660000,6622 N 18TH ST,85016,Active,6374244,BEVERLY VILLA 2 LOTS 35-46,1957,3,2,1890,3.2
857,430000,3832 W TOWNLEY AVE,85051,Active,6383520,WISHING WELL VILLAGE 3,1966,3,2,1688,4.3
858,630000,925 N 79TH ST,85257,Active,6376262,MEREWAY MANOR REPLAT,1971,5,2,1734,#N/A
859,369900,3639 W ROMA AVE,85019,Active,6386755,HIDEAWAY LOT 1-32,1960,3,2,1407,2.5
860,589900,8401 N 57TH DR,85302,UCB (Under Contract-Backups),6376528,Thunderbird Estates Lotes 53-170,1971,5,3.5,2475,0.0
861,330000,1607 W VINEYARD RD,85041,Active,6383496,VISTA GRANDE UNIT 4,1972,4,2,1292,4.5
862,699900,3609 W RUE DE LAMOUR AVE,85029,Active,6383774,THUNDERBIRD HEIGHTS,1971,5,3,2323,3.3
863,699900,5346 E EVANS DR,85254,UCB (Under Contract-Backups),6376703,NORMA ESTATES,1977,3,2,1744,1.1
864,445000,6415 W CARON ST,85302,UCB (Under Contract-Backups),6385069,BRAEMAR GLEN,1977,4,2.75,1780,0.0
865,474000,4436 W SIERRA ST,85304,Active,6376977,CONTINENTAL NORTH UNIT 6,1971,4,2,1834,0.2
866,385000,1606 N 48TH AVE,85035,UCB (Under Contract-Backups),6383485,WEDGEWOOD PARK 8,1971,4,2,1422,3.3
867,409000,3537 W SIERRA ST,85029,UCB (Under Contract-Backups),6385015,STONEHENGE,1969,3,2,1425.5,3.3
868,489900,7520 W SAN JUAN AVE,85303,Active,6386561,WEST PLAZA 29 & 30 LOTS 263-343 AND TRACTS A-C,1990,3,2,1795,0.0
869,350000,4702 N 47TH AVE,85031,UCB (Under Contract-Backups),6375450,MARYVALE TERRACE 2B LOTS 787-951,1955,3,2,1452,2.4
870,325000,6513 W KEIM DR,85301,UCB (Under Contract-Backups),6373606,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,2,1,896,0.0
871,399999,6607 W HIGHLAND AVE,85033,UCB (Under Contract-Backups),6379313,PARKSIDE UNIT 3,1974,4,2,1782,3.0
872,374950,3202 N 52ND PKWY,85031,Active,6386233,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1956,4,2.5,1793,2.4
873,895000,3404 N 25TH ST,85016,UCB (Under Contract-Backups),6372999,LAFAYETTE SQUARE 25TH 3,2017,3,2.5,2104,3.2
874,349999,2007 N 38TH AVE N,85009,Active,6386173,DEL MONTE VILLAGE 1,1954,3,1,1214,4.0
875,399900,7755 W PALMAIRE AVE,85303,UCB (Under Contract-Backups),6383847,GLEN PARK AMD LOT 1-72,1991,3,2,1277,0.0
876,410000,7330 N 68TH LN,85303,Active,6382847,SUMMERFIELD PLACE 4,2004,3,2,1458,0.0
877,380000,4208 W Vernon AVE,85009,Active,6386058,Parkway West 5,1971,4,2,1565,4.0
878,410000,2020 N 22ND ST,85006,Active,6386099,FORBES TRACT,1958,4,2,1266,1.9
879,340000,6711 N 31ST AVE,85017,UCB (Under Contract-Backups),6383484,DEANMAR MANOR,1970,4,1.75,1494,4.1
880,376000,6215 W GARFIELD ST,85043,Active,6362094,CENTURA WEST 2,1982,3,2,1146,3.2
881,399000,5032 N 69TH AVE,85303,UCB (Under Contract-Backups),6384757,WEST CAMELBACK VILLAGE 2 AMD,1976,4,2,1603,0.0
882,350000,5602 W LA REATA AVE,85035,UCB (Under Contract-Backups),6382045,SKYVIEW NORTH UNIT 2,1972,4,2,1350,3.3
883,359900,9628 N 10TH AVE,85021,UCB (Under Contract-Backups),6379291,TURNER TERRACE PT LOT 58 OR FOOTHILL ACRES,1942,3,2,861,2.8
884,630000,6021 N 10TH ST,85014,Active,6383534,HOMES HOMES,1979,3,2.5,1923,1.9
885,475000,2409 W Chipman RD,85041,Active,6357948,Weston Park,2005,5,3,2750,4.5
886,499999,15925 N 21ST LN,85023,UCB (Under Contract-Backups),6370555,NORTHGATE,2008,3,2.5,1871,3.4
887,320000,2801 W GLENROSA AVE,85017,UCB (Under Contract-Backups),6384273,MISSION MANOR 1,1951,3,1.5,1350,4.1
888,314999,1711 S 28TH DR,85009,Active,6277398,PLATTS PLACE,1946,4,2,850,4.0
889,399900,1710 W BETHANY HOME RD,85015,UCB (Under Contract-Backups),6382776,HOFFMANTOWN 2,1950,4,2,1702,5.5
890,750000,4227 E VERNON AVE,85008,UCB (Under Contract-Backups),6382424,RANCHO VENTURA TR 4,1955,4,2,2130,4.5
891,422000,9405 N 4TH AVE,85021,UCB (Under Contract-Backups),6382053,NORTH CENTRAL HEIGHTS B BLKS 14-21 & TR E,1948,4,2,1420,2.8
892,405000,3022 W Cactus Wren DR,85051,UCB (Under Contract-Backups),6382857,Glenn Palms,1971,4,2,1734,4.3
893,450000,3008 W ACOMA DR,85053,UCB (Under Contract-Backups),6383054,KNOELL ROYAL OAKS UNIT 6,1976,3,2,1833,1.5
894,423000,4806 W ASTER DR,85304,Active,6343083,PARKWOOD 9,1978,3,2,1372,0.2
895,369900,1633 E Phelps RD,85022,UCB (Under Contract-Backups),6384953,Northern Hills AMD,1955,3,2,1188,2.6
896,370000,8508 W Mitchell DR,85037,UCB (Under Contract-Backups),6382753,ARIZONA HOMES NO. 2,1974,3,2,1651,1.9
897,704999,6902 E LOMA LAND DR,85257,UCB (Under Contract-Backups),6381265,PAPAGO PARKWAY,1958,3,2,2000,#N/A
898,519999,1226 W PARK ST,85041,UCB (Under Contract-Backups),6380414,BASELINE MOUNTAIN RANCH,2017,5,3,2801,4.5
899,669995,1609 E MONTECITO AVE,85016,Active,6357988,MONTECITO,1930,3,2,2362,3.2
900,360000,6224 W BERKELEY RD,85035,UCB (Under Contract-Backups),6379736,MARYVALE TERRACE NO. 45,1972,3,2,1289,3.3
901,489000,1808 E DARREL RD,85042,UCB (Under Contract-Backups),6379599,MOUNTAIN VIEW ESTATES,1996,3,2,1886,2.9
902,995000,333 E Kaler DR,85020,UCB (Under Contract-Backups),6384743,Adobe Village Unit 1 AMD,1962,4,3,2500,2.1
903,445000,6316 W MOUNTAIN VIEW RD,85302,Active,6382237,CHAPARRAL RANCH 2,1986,3,1.75,1716,0.0
904,765000,6816 E Almeria RD,85257,UCB (Under Contract-Backups),6380025,Village Grove,1958,3,2,1822,#N/A
905,395000,7819 W CYPRESS ST,85035,UCB (Under Contract-Backups),6378164,VINSANTO,2013,4,2.5,1598,3.3
906,730000,4109 E CATALINA DR,85018,Active,6339748,RANCHO VENTURA TR 18,1954,3,2,1656,2.2
907,495000,4618 W DUNBAR DR,85339,UCB (Under Contract-Backups),6382764,ROGERS RANCH UNIT 4,2006,4,2.5,2828,2.0
908,900000,4410 W BANFF LN,85306,Active,6385340,SUNBURST FARMS 3,1969,5,3.5,2388,0.3
909,650000,8432 N 13th PL,85020,Active,6381449,MCGOUGH TERRACE,1964,4,2.5,2500,2.1
910,375000,1516 E MOBILE LN,85040,UCB (Under Contract-Backups),6384026,RIDGEFIELD,2004,4,2.5,1534,2.8
911,739900,6890 E Orion DR,85257,UCB (Under Contract-Backups),6383848,SKYE ON MCDOWELL,2019,3,2.5,2005,#N/A
912,714800,14201 N 11TH WAY,85022,UCB (Under Contract-Backups),6376460,GOLD KEY ESTATES UNIT 2,1979,3,2,2393,2.6
913,630000,2109 W BERRIDGE LN,85015,Active,6380833,MELROSE VALLEY ESTATES 1,1958,4,2,1795,5.5
914,549900,1406 E MONTE VISTA RD,85006,UCB (Under Contract-Backups),6355984,MAY PLACE,1947,2,1,1520,1.9
915,900000,1919 E CLAIRE DR,85022,Active,6374788,LOOKOUT MOUNTAINSIDE,1995,5,3.5,3900,2.6
916,425000,317 E ORCHID LN,85020,UCB (Under Contract-Backups),6383184,"NORTH TOWN LOTS 30-59, 129-139",1956,3,2,1332,2.1
917,462320,11203 N 55TH AVE,85304,UCB (Under Contract-Backups),6372046,GREENBRIER UNIT 7,1980,3,2,1822,0.2
918,315000,7625 W TURNEY AVE,85033,UCB (Under Contract-Backups),6383914,NATIONAL EMBLEM WEST UNIT 3,1976,3,2,1412,3.0
919,500000,2202 N 11TH ST,85006,UCB (Under Contract-Backups),6380686,PHOENICIA,1915,2,1,945,1.9
920,669900,1844 W BUTLER DR,85021,Active,6385112,ROYAL OAKS UNIT 5,1973,3,2,2180,2.8
921,430000,6576 W PUGET AVE,85302,UCB (Under Contract-Backups),6381830,FAIRVIEW CROSSING,2001,3,2,1624,0.0
922,565000,542 E Piping Rock RD,85022,UCB (Under Contract-Backups),6380651,Hillcrest 8 Lot 201-227,1977,3,2,1796,2.6
923,699000,602 W DOBBINS RD,85041,Active,6363466,MOUNTAIN PARK,1950,3,2,2182,4.5
924,349900,5432 W WARNER ST,85043,UCB (Under Contract-Backups),6382684,RIVERBEND UNIT B,2018,3,2.5,1352,3.2
925,364000,5553 N 62ND DR,85301,UCB (Under Contract-Backups),6351582,MARYVALE TERRACE 20-A LTS 7490-7494,1959,3,2,1717,0.0
926,432000,1618 W POLLACK ST,85041,Active,6384773,LEXINGTON SQUARE,2002,3,2,1598,4.5
927,925000,4233 E CHOLLA ST,85028,UCB (Under Contract-Backups),6377597,PARADISE VALLEY PALMS UNIT 5 AMD,1975,4,3,2170,0.6
928,585000,5826 W PUGET AVE,85302,Active,6370967,RANDOLPH RANCH,1999,4,3.5,2250,0.0
929,280000,2218 W MADISON ST,85009,Active,6384723,CAPITOL ADDITION BLOCKS 43 & 44 35-38 29 & 30,1931,2,1,624,4.0
930,375000,6528 W FILLMORE ST,85043,UCB (Under Contract-Backups),6380750,SUNBURST FARMS SOUTH,1976,3,1,1192,3.2
931,699999,6325 S 24TH PL,85042,UCB (Under Contract-Backups),6380446,ARBORS,2019,3,2.5,2261,2.9
932,450000,14805 N 38TH CIR,85053,UCB (Under Contract-Backups),6377657,DEERVIEW UNIT 5,1969,4,2,1981,1.5
933,480000,11231 N 32ND DR,85029,UCB (Under Contract-Backups),6381569,KNOELL NORTH UNIT 3,1969,4,2,1844,3.3
934,999990,6435 N 17TH PL,85016,Active,6384369,MADISON SQUARE,2022,5,4.5,2700,3.2
935,269999,4732 S 36TH DR,85041,UCB (Under Contract-Backups),6363907,INDEPENDENCE PARK 1,1960,3,2,1044,4.5
936,580000,2027 W MONTE CRISTO AVE,85023,Active,6384341,NORTHGATE,2009,3,2.5,2446,3.4
937,479900,4209 N 10TH PL,85014,UCB (Under Contract-Backups),6377389,EVANSTON,1950,3,1,1380,1.9
938,250000,2634 E JONES AVE,85040,Active,6384125,SOUTHSIDE HOMESITES,1950,1,1,442,2.8
939,799900,50 W ENCANTO BLVD,85003,Active,6383831,SIMPSON PLACE,1940,2,2,1736,1.1
940,359995,5144 W Monte Vista RD,85035,UCB (Under Contract-Backups),6338754,WEDGEWOOD PARK 9,1972,4,2,1555,3.3
941,359995,2706 E Mobile LN,85040,UCB (Under Contract-Backups),6374083,BEN-JO ESTATES LOTS 137-158,1948,4,2,1452,2.8
942,350000,809 S 6th AVE,85003,UCB (Under Contract-Backups),6381865,"MONTGOMERY ADD AMD BLKS 75,83,84,91,99-102",2022,3,2,976,1.1
943,925000,4919 E WETHERSFIELD RD,85254,UCB (Under Contract-Backups),6378832,GREENBRIER EAST,1977,4,2,2148,1.1
944,899900,3005 W BEAUTIFUL LN,85339,Active,6383878,Unknown,2006,4,3,2423,2.0
945,374995,2912 W Puget AVE,85051,UCB (Under Contract-Backups),6382172,ALTA VISTA 7,1955,3,2,1761,4.3
946,360000,2921 N 53RD AVE,85031,UCB (Under Contract-Backups),6378308,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1958,4,2,1680,2.4
947,409000,2835 S 69th AVE,85043,Active,6368600,"SANTA MARIE TOWNSITE 17-24, 34-63",1948,3,1.75,1194,3.2
948,550000,3418 W HEARN RD,85053,UCB (Under Contract-Backups),6374937,DEERVIEW UNIT 4,1969,4,2,2146,1.5
949,950000,2009 E LAMAR RD,85016,Active,6381185,"CROWN HEIGHTS PLAT 2 LOT 17-26, 37-60, 81",1965,4,2.5,2218,3.2
950,402000,7522 N 30TH AVE,85051,UCB (Under Contract-Backups),6382419,BUNGALOWS AT ORANGEWOOD AMD,2014,3,3.5,1758,4.3
951,369900,4217 N 51ST AVE,85031,UCB (Under Contract-Backups),6369963,MARYVALE TERRACE LOTS 181-295,1954,4,2,1565,2.4
952,410000,4933 W LARKSPUR DR,85304,UCB (Under Contract-Backups),6376425,PARKWOOD SUBDIVISION UNIT NO. 10,1979,3,2,1537,0.2
953,650000,5743 N 11th PL,85014,UCB (Under Contract-Backups),6383001,MCADAMS MANOR 3,1993,3,2,1998,1.9
954,365000,6516 W PALO VERDE AVE,85302,UCB (Under Contract-Backups),6382215,BRAEMAR GLEN UNIT 1,1974,3,2,1486,0.0
955,540000,3058 E CAPTAIN DREYFUS AVE,85032,UCB (Under Contract-Backups),6381517,SWEETWATER COVE,1999,3,2,1554,3.2
956,1000000,2501 E OCOTILLO RD,85016,Active,6372127,INDIAN HILLS,1965,3,2,2334,3.2
957,439000,5713 N 42ND AVE,85019,Active,6383148,WEST PLAZA 17,1966,3,2,1365,2.5
958,450000,7013 W COCHISE DR,85345,Active,6383368,PIONEER VILLAGE,1983,3,2,1338,0.0
959,340000,3724 W SUNLAND AVE,85041,UCB (Under Contract-Backups),6382695,INDEPENDENCE PARK 10,1999,3,2,1300,4.5
960,675000,2631 N GRANITE REEF RD,85257,UCB (Under Contract-Backups),6378826,SCOTTSDALE ESTATES 10 LOTS 1519-1686,1960,3,2,1423,#N/A
961,510000,4317 N 17TH AVE,85015,UCB (Under Contract-Backups),6380104,BEL AIR BLK 10_& 11,1948,3,2,1368,5.5
962,999000,6136 E WINDSOR AVE,85257,UCB (Under Contract-Backups),6380834,HERITAGE EAST UNIT 1,1969,4,2,2560,#N/A
963,319000,5645 S 13TH WAY,85040,Active,6365946,VILLA MONTE VISTA,1973,4,2,1154,2.8
964,654990,1535 W PALMAIRE AVE,85021,UCB (Under Contract-Backups),6378956,GLENN WEST,1972,3,2,1727,2.8
965,649900,1302 E ECHO LN,85020,Active,6380318,MCGOUGH TERRACE,1975,4,3,2002,2.1
966,399000,12624 N 38TH AVE,85029,UCB (Under Contract-Backups),6380361,"SWEETWATER UNIT 4 LOTS 357-377, 441, 442, 456-471",1972,4,2,1584,3.3
967,374000,5637 N 63RD DR,85301,Active,6382686,MARYVALE TERRACE 20-A LTS 7490-7494,1960,4,1.5,1500,0.0
968,750000,4713 N 73RD ST,85251,UCB (Under Contract-Backups),6380367,SCOTTSDALE TERRACE UNIT T,1957,3,2,1545,0.0
969,425000,4211 N 18TH PL,85016,UCB (Under Contract-Backups),6376197,PETERS VIEW TRACT,1945,2,1,1000,3.2
970,554900,1903 W OCOTILLO RD,85015,Active,6374669,W J LAWRENCE TRACT,1969,1,2,2678,5.5
971,444000,7937 W HIGHLAND AVE,85033,UCB (Under Contract-Backups),6377443,MARYVALE TERRACE,1979,3,2,1390,3.0
972,425000,5913 W HIGHLAND AVE,85033,Active,6382326,Maryvale Terrace 25,1963,5,2,1850,3.0
973,410000,8913 N 53RD DR,85302,UCB (Under Contract-Backups),6374337,WILLOWBROOK,1978,4,2,1787,0.0
974,699972,4023 E YUCCA ST,85028,UCB (Under Contract-Backups),6381007,SHADOWRIDGE,1974,4,3,2427,0.6
975,400000,11226 N 39TH AVE,85029,UCB (Under Contract-Backups),6377061,FAIRWOOD 3,1973,4,2,1871,3.3
976,565000,2025 N MITCHELL ST,85006,UCB (Under Contract-Backups),6375379,EAST PRINCETON HEIGHTS,1926,2,1,845,1.9
977,512000,1318 S SHAFER DR,85281,UCB (Under Contract-Backups),6330268,STARLITE MANOR,1977,4,2,1952,0.0
978,380000,6518 S 47TH LN,85339,UCB (Under Contract-Backups),6379577,ROGERS RANCH PARCEL 15,2016,2,2,1402,2.0
979,437000,7006 N 14TH AVE,85021,UCB (Under Contract-Backups),6336041,MERRIWOOD,1947,4,2,1392,2.8
980,550000,2542 N 12TH ST,85006,UCB (Under Contract-Backups),6378650,FOWLER TRACT LOTS 1-96,1940,3,2,1467,1.9
981,420000,9824 N 48TH AVE,85302,UCB (Under Contract-Backups),6380023,GREENBRIER UNIT 4,1975,3,2,1592,0.0
982,599000,2929 W MALDONADO RD,85041,UCB (Under Contract-Backups),6373587,LAVEEN VILLAGE AMD,2004,5,3.5,3763,4.5
983,400000,6845 S 7th LN,85041,UCB (Under Contract-Backups),6379226,Desert Breeze Condominum,2006,3,2.5,1584,4.5
984,589900,1024 W BEVERLY LN,85023,UCB (Under Contract-Backups),6377368,MOONLIGHT COVE 3,1994,4,2.5,2111,3.4
985,280000,1611 S 28TH AVE,85009,Active,6337832,"THOMAS TRACT 1-8, 13, 14",1948,3,1,1116,4.0
986,310000,2807 W CAMELBACK RD,85017,UCB (Under Contract-Backups),6380586,NORTHWEST VILLAGE 3,1954,3,1,1584,4.1
987,385000,6719 W NORTHVIEW AVE,85303,UCB (Under Contract-Backups),6374550,SUMMERFIELD PLACE 3,2001,3,2,1350,0.0
988,350000,1239 E Fremont RD,85042,UCB (Under Contract-Backups),6378185,Oro Vista,2009,3,2,1377,2.9
989,995000,2531 E VOGEL AVE,85028,UCB (Under Contract-Backups),6374429,ESTATES AT DREAMY DRAW TRACTS A THRU F,1985,3,2.5,2802,0.6
990,360000,5308 W BANFF LN,85306,UCB (Under Contract-Backups),6378672,PATIO HOMES NORTH 5,1973,3,2,1288,0.3
991,610000,3613 N HAYDEN RD,85251,UCB (Under Contract-Backups),6378239,SCOTTSDALE ESTATES 6 LOTS 598-759 TRACT A,1958,3,2,1503,0.0
992,900000,8001 N 5TH AVE,85021,Active,6373255,EDEN PLACE,1949,4,3,3157,2.8
